Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
314,9348360,48,12,single,rented,yes,Financial_Analyst,Lucknow,Uttar_Pradesh,12,10,0
315,4543268,32,17,single,rented,no,Flight_attendant,Tenali,Andhra_Pradesh,3,13,0
316,8143086,22,3,single,rented,no,Flight_attendant,Barasat,West_Bengal,3,11,1
317,5714288,44,0,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,0,14,0
318,4110066,43,0,single,rented,no,Designer,Amroha,Uttar_Pradesh,0,12,0
319,6668606,45,2,single,rented,no,Designer,Giridih,Jharkhand,2,10,0
320,2696703,57,14,single,rented,no,Chef,Begusarai,Bihar,14,12,0
321,8573668,57,15,single,rented,yes,Lawyer,Medininagar,Jharkhand,13,13,1
322,7086647,24,4,married,rented,no,Engineer,Ambattur,Tamil_Nadu,4,14,0
323,3342757,21,18,single,rented,no,Surgeon,Amravati,Maharashtra,9,14,0
324,2663598,63,15,single,rented,no,Software_Developer,Rajahmundry[19][20],Andhra_Pradesh,11,12,0
325,1680177,33,18,single,owned,no,Industrial_Engineer,Sonipat,Haryana,6,11,1
326,854917,34,0,single,rented,no,Architect,Medininagar,Jharkhand,0,13,0
327,2485396,26,6,single,rented,no,Statistician,Gandhidham,Gujarat,6,14,0
328,3261742,36,11,single,rented,no,Consultant,Bhusawal,Maharashtra,4,10,0
329,6518572,76,17,single,owned,yes,Technology_specialist,Saharsa[29],Bihar,14,12,0
330,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
331,2429683,43,20,single,rented,no,Financial_Analyst,Siliguri,West_Bengal,14,11,1
332,7020077,63,9,single,rented,no,Mechanical_engineer,Ongole,Andhra_Pradesh,9,13,1
333,9815414,26,5,single,rented,no,Chartered_Accountant,New_Delhi,Delhi,5,14,1
334,2055989,25,18,single,rented,no,Scientist,Cuttack,Odisha,3,10,0
335,8593443,49,12,single,rented,no,Chef,Jalna,Maharashtra,9,14,0
336,67428,49,12,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,10,11,0
337,4356905,62,2,single,norent_noown,yes,Scientist,Meerut,Uttar_Pradesh,2,13,0
338,4496096,55,17,single,rented,yes,Librarian,Bhilai,Chhattisgarh,13,13,1
339,3419204,79,18,single,owned,no,Geologist,Kottayam,Kerala,3,12,0
340,4445947,53,17,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,4,14,1
341,2542814,55,10,single,rented,no,Consultant,Moradabad,Uttar_Pradesh,8,11,0
342,1670303,35,13,married,rented,no,Analyst,Berhampore,West_Bengal,5,14,0
343,661573,42,20,single,rented,yes,Analyst,Suryapet,Telangana,14,12,0
344,8867807,63,0,single,rented,yes,Scientist,Machilipatnam,Andhra_Pradesh,0,11,0
345,2132506,79,11,single,owned,no,Financial_Analyst,Panihati,West_Bengal,11,13,0
346,8739174,28,5,single,rented,no,Secretary,Dhanbad,Jharkhand,5,12,0
347,2432816,37,4,single,rented,no,Graphic_Designer,Singrauli,Madhya_Pradesh,4,12,0
348,9446738,55,2,single,rented,no,Design_Engineer,Mira-Bhayandar,Maharashtra,2,10,0
349,3148837,37,17,single,rented,yes,Psychologist,Bhagalpur,Bihar,13,13,0
350,8378891,40,10,single,rented,no,Chemical_engineer,Pali,Rajasthan,9,12,0
351,7660598,72,11,single,rented,no,Biomedical_Engineer,Navi_Mumbai,Maharashtra,11,13,1
352,5331462,57,20,single,rented,yes,Artist,Mehsana,Gujarat,8,14,0
353,4958467,76,2,single,rented,yes,Secretary,Singrauli,Madhya_Pradesh,2,11,0
354,1576088,37,13,single,rented,yes,Chef,Tiruppur,Tamil_Nadu,7,12,1
355,7867670,60,19,single,rented,no,Biomedical_Engineer,Bhavnagar,Gujarat,12,13,0
356,5531708,43,9,single,rented,yes,Technician,Imphal,Manipur,3,13,0
357,8776228,37,15,single,rented,yes,Magistrate,Burhanpur,Madhya_Pradesh,14,11,1
358,7702379,76,6,single,rented,no,Biomedical_Engineer,Vasai-Virar,Maharashtra,6,10,0
359,3722050,73,12,single,rented,no,Mechanical_engineer,Kolkata,West_Bengal,11,13,0
360,9910903,26,15,single,rented,yes,Consultant,Panihati,West_Bengal,3,11,0
361,6985683,77,13,single,rented,no,Physician,Kamarhati,West_Bengal,4,12,0
362,6952653,40,6,single,rented,no,Fashion_Designer,Sambalpur,Odisha,6,14,0
363,3991574,62,20,single,rented,no,Technical_writer,Jammu[16],Jammu_and_Kashmir,7,10,0
364,7995914,71,0,single,rented,no,Petroleum_Engineer,Mangalore,Karnataka,0,10,0
365,6785181,32,11,single,rented,no,Drafter,Ujjain,Madhya_Pradesh,11,11,1
366,7455976,69,5,single,rented,yes,Fashion_Designer,Madhyamgram,West_Bengal,5,13,0
367,6190329,21,13,single,rented,no,Geologist,Jabalpur,Madhya_Pradesh,13,11,0
368,1672431,45,8,single,rented,no,Drafter,Jalandhar,Punjab,8,14,0
369,7339398,55,11,single,rented,no,Dentist,Jamalpur[36],Bihar,10,11,0
370,4523349,28,2,single,rented,yes,Technical_writer,Ahmedabad,Gujarat,2,12,0
371,8262466,46,4,single,rented,no,Chemical_engineer,Phagwara,Punjab,4,13,0
372,5273396,30,13,single,rented,no,Physician,Proddatur,Andhra_Pradesh,4,11,0
373,780090,55,9,single,norent_noown,no,Surveyor,Gorakhpur,Uttar_Pradesh,9,14,1
374,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
375,3589662,42,18,single,rented,yes,Technical_writer,Bareilly,Uttar_Pradesh,13,13,0
376,6121261,23,15,single,rented,no,Civil_servant,Thane,Maharashtra,5,14,0
377,5817501,61,2,single,norent_noown,no,Hotel_Manager,Gangtok,Sikkim,2,10,0
378,9282569,77,10,single,rented,yes,Drafter,Anand,Gujarat,10,14,0
379,4510338,53,17,single,rented,no,Biomedical_Engineer,Hospet,Karnataka,5,10,1
380,3498735,38,3,single,rented,yes,Technician,New_Delhi,Delhi,3,14,0
381,8802134,69,5,single,rented,yes,Politician,Chennai,Tamil_Nadu,5,10,0
382,4594450,79,14,single,rented,no,Microbiologist,Shimla,Himachal_Pradesh,14,11,0
383,2703840,48,17,single,norent_noown,no,Computer_operator,Dehradun,Uttarakhand,5,14,0
384,4804358,79,19,single,rented,no,Statistician,Bareilly,Uttar_Pradesh,13,14,0
385,3983388,51,16,single,rented,no,Technical_writer,Hospet,Karnataka,5,14,0
386,4406911,45,3,single,rented,yes,Psychologist,Danapur,Bihar,3,14,0
387,6402349,68,7,single,rented,no,Technology_specialist,Kota[6],Rajasthan,7,10,0
388,7922894,22,9,single,rented,yes,Computer_operator,Anantapuram[24],Andhra_Pradesh,8,11,0
389,1853560,73,8,single,rented,no,Drafter,Sambalpur,Odisha,8,11,0
390,8693161,53,5,married,rented,yes,Industrial_Engineer,Proddatur,Andhra_Pradesh,3,10,0
391,3171323,21,17,single,rented,no,Industrial_Engineer,Shimla,Himachal_Pradesh,5,12,0
392,2704782,79,6,single,rented,no,Artist,Kakinada,Andhra_Pradesh,6,14,0
393,8190070,61,9,single,rented,yes,Mechanical_engineer,Bareilly,Uttar_Pradesh,3,12,0
394,4131397,33,17,single,rented,yes,Lawyer,Pune,Maharashtra,13,12,0
395,5881185,47,4,single,rented,no,Microbiologist,Satara,Maharashtra,4,13,0
396,321358,78,17,single,rented,no,Dentist,Alwar,Rajasthan,9,13,1
397,1625328,49,19,single,rented,yes,Firefighter,Ballia,Uttar_Pradesh,9,12,0
398,2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,0
399,8698268,46,19,single,rented,yes,Computer_operator,Morbi,Gujarat,6,12,1
400,7497401,79,15,single,rented,yes,Comedian,Anand,Gujarat,4,10,0
401,9454655,35,7,single,rented,no,Magistrate,Srikakulam,Andhra_Pradesh,7,14,0
402,681770,28,5,single,rented,yes,Computer_operator,Agra,Uttar_Pradesh,5,14,0
403,8927753,25,17,single,rented,yes,Comedian,Raipur,Chhattisgarh,13,13,1
404,6246061,59,6,single,rented,no,Artist,Jodhpur,Rajasthan,5,11,0
405,4074914,40,16,married,rented,yes,Police_officer,Jamnagar,Gujarat,9,14,0
406,4273001,62,14,single,norent_noown,yes,Politician,Darbhanga,Bihar,14,14,1
407,1904060,72,8,single,rented,no,Computer_operator,Meerut,Uttar_Pradesh,8,14,0
408,4788890,62,5,married,rented,no,Police_officer,Ambattur,Tamil_Nadu,5,12,0
409,5808564,65,16,married,norent_noown,no,Fashion_Designer,Ajmer,Rajasthan,14,10,0
410,1509327,51,0,married,rented,yes,Biomedical_Engineer,Nizamabad,Telangana,0,11,0
411,8944435,51,2,single,rented,no,Mechanical_engineer,Belgaum,Karnataka,2,11,0
412,527900,61,9,single,rented,yes,Economist,Meerut,Uttar_Pradesh,9,10,1
413,2530244,47,1,single,rented,no,Designer,Ambarnath,Maharashtra,1,13,0
414,7914034,23,2,single,rented,no,Chef,Gulbarga,Karnataka,2,10,1
415,8160444,30,19,single,rented,no,Aviator,Korba,Chhattisgarh,10,12,0
416,8500708,28,3,single,rented,no,Statistician,Belgaum,Karnataka,3,12,0
417,1850597,55,12,single,norent_noown,no,Consultant,Nandyal,Andhra_Pradesh,12,10,0
418,9516861,67,0,single,rented,no,Engineer,Dehri[30],Bihar,0,13,0
419,9800971,62,14,single,rented,no,Aviator,Jorhat,Assam,3,13,0
420,9049657,25,12,single,rented,no,Geologist,Baranagar,West_Bengal,12,12,0
421,8510110,49,15,single,rented,no,Statistician,Ranchi,Jharkhand,13,14,0
422,8230848,34,3,single,rented,no,Official,Serampore,West_Bengal,3,14,0
423,5615027,23,14,single,rented,yes,Civil_engineer,Dehradun,Uttarakhand,14,14,0
424,3460548,36,13,single,rented,no,Web_designer,Kumbakonam,Tamil_Nadu,5,13,0
425,7847940,64,16,single,rented,yes,Computer_operator,Malegaon,Maharashtra,10,11,1
426,2901323,56,2,married,rented,yes,Chartered_Accountant,Cuttack,Odisha,2,10,0
427,6722440,47,7,single,rented,no,Graphic_Designer,Panvel,Maharashtra,7,11,1
428,2259654,42,2,single,rented,no,Mechanical_engineer,Davanagere,Karnataka,2,10,1
429,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
430,3890518,64,19,single,rented,no,Scientist,Shimla,Himachal_Pradesh,12,10,0
431,4436534,52,1,single,rented,no,Technical_writer,Dehri[30],Bihar,1,14,0
432,4888019,73,14,single,rented,no,Army_officer,Guntakal,Andhra_Pradesh,11,10,0
433,6588340,29,3,single,rented,no,Architect,Sagar,Madhya_Pradesh,3,11,0
434,9241363,62,18,single,rented,yes,Computer_operator,Secunderabad,Telangana,5,11,1
435,7592145,68,20,single,rented,yes,Industrial_Engineer,Shivpuri,Madhya_Pradesh,4,10,0
436,8491491,61,20,single,rented,no,Comedian,Haldia,West_Bengal,8,11,0
437,368667,48,2,married,rented,no,Computer_operator,Moradabad,Uttar_Pradesh,2,13,0
438,7779633,57,10,single,rented,no,Analyst,Tirunelveli,Tamil_Nadu,10,13,0
439,9078403,25,18,married,rented,no,Official,Vijayanagaram,Andhra_Pradesh,9,12,0
440,2562525,54,8,single,rented,yes,Software_Developer,Loni,Uttar_Pradesh,8,11,0
441,8914067,77,18,single,rented,yes,Economist,Delhi_city,Delhi,10,11,0
442,842278,30,18,single,rented,yes,Physician,Pimpri-Chinchwad,Maharashtra,3,14,0
443,2336237,66,6,single,rented,no,Financial_Analyst,Rajkot,Gujarat,4,10,0
444,2808095,24,11,married,rented,no,Industrial_Engineer,Nanded,Maharashtra,6,14,0
445,9434706,30,9,single,rented,no,Secretary,Shimoga,Karnataka,9,13,0
446,8633347,27,4,single,rented,no,Microbiologist,Aizawl,Mizoram,4,14,0
447,8458367,79,1,single,rented,no,Aviator,Nadiad,Gujarat,1,10,0
448,8273187,69,0,single,rented,no,Artist,Raipur,Chhattisgarh,0,14,0
449,842194,27,16,single,rented,no,Engineer,Guna,Madhya_Pradesh,10,11,0
450,630441,37,4,single,rented,no,Secretary,Ranchi,Jharkhand,4,11,0
451,7891663,64,6,single,rented,no,Politician,Akola,Maharashtra,6,10,0
452,7894460,25,5,single,owned,no,Secretary,Machilipatnam,Andhra_Pradesh,5,10,0
453,4846957,75,2,single,rented,yes,Psychologist,Noida,Uttar_Pradesh,2,10,0
454,3272246,72,7,single,rented,yes,Surveyor,Kulti,West_Bengal,7,14,0
455,649902,54,15,single,rented,no,Technician,Aurangabad,Maharashtra,8,11,1
456,9186273,50,20,single,rented,no,Microbiologist,Madanapalle,Andhra_Pradesh,10,14,0
457,8576968,35,18,single,rented,no,Drafter,Ambattur,Tamil_Nadu,5,12,0
458,5492355,28,2,single,rented,yes,Hotel_Manager,Suryapet,Telangana,2,11,0
459,9215066,69,11,single,rented,no,Magistrate,Gaya,Bihar,11,10,1
460,4432283,61,5,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,5,10,1
461,7467167,57,6,single,rented,no,Economist,Bellary,Karnataka,6,11,0
462,4147754,21,18,single,rented,no,Police_officer,Kolkata,West_Bengal,8,12,0
463,7124175,44,15,single,rented,yes,Chemical_engineer,Kirari_Suleman_Nagar,Delhi,7,10,1
464,1964155,51,13,single,rented,no,Physician,Shivpuri,Madhya_Pradesh,7,10,0
465,7591621,41,6,single,owned,no,Artist,Jaunpur,Uttar_Pradesh,3,14,1
466,3595993,49,6,single,rented,no,Civil_engineer,Ujjain,Madhya_Pradesh,6,14,0
467,5867167,60,14,married,rented,no,Lawyer,Bilaspur,Chhattisgarh,6,12,0
468,9254833,63,13,single,rented,yes,Fashion_Designer,Sambhal,Uttar_Pradesh,10,10,0
469,4371590,66,19,single,rented,yes,Flight_attendant,Bhatpara,West_Bengal,3,12,0
470,549476,47,1,single,rented,no,Fashion_Designer,Dhule,Maharashtra,1,10,1
471,5628436,48,13,single,rented,no,Computer_hardware_engineer,Danapur,Bihar,10,10,1
472,8893842,74,17,single,rented,yes,Dentist,Ghaziabad,Uttar_Pradesh,9,14,0
473,223993,54,7,single,rented,no,Physician,Rourkela,Odisha,7,11,1
474,7469378,62,0,single,rented,yes,Financial_Analyst,Korba,Chhattisgarh,0,10,0
475,1462402,48,4,single,rented,no,Engineer,Malda,West_Bengal,4,11,0
476,6453233,68,13,single,rented,no,Drafter,Thiruvananthapuram,Kerala,13,14,0
477,9304920,44,6,single,rented,no,Physician,Dharmavaram,Andhra_Pradesh,6,11,0
478,5445375,52,19,single,rented,no,Psychologist,Kulti,West_Bengal,5,12,0
479,706809,71,3,single,rented,no,Librarian,Coimbatore,Tamil_Nadu,3,13,1
480,5169846,54,13,single,rented,no,Magistrate,Nellore[14][15],Andhra_Pradesh,5,10,0
481,4614035,42,15,single,rented,no,Flight_attendant,Miryalaguda,Telangana,13,14,0
482,126261,69,6,single,rented,no,Politician,Berhampore,West_Bengal,4,11,0
483,4149976,35,15,married,owned,no,Drafter,Ludhiana,Punjab,10,12,0
484,133954,27,15,single,rented,no,Software_Developer,Sambhal,Uttar_Pradesh,11,13,0
485,4824858,58,15,single,rented,no,Hotel_Manager,Surat,Gujarat,8,11,1
486,6118570,53,14,married,rented,no,Technology_specialist,Dehradun,Uttarakhand,14,13,0
487,5603227,62,9,single,rented,no,Politician,Ulhasnagar,Maharashtra,4,12,0
488,3638802,76,5,married,norent_noown,yes,Civil_servant,Aizawl,Mizoram,5,10,0
489,9468291,32,0,single,rented,no,Geologist,Visakhapatnam[4],Andhra_Pradesh,0,12,0
490,3985432,47,13,single,rented,no,Technician,Faridabad,Haryana,4,12,0
491,4493999,57,0,single,rented,no,Technician,Karawal_Nagar,Delhi,0,14,0
492,7884489,25,14,single,rented,no,Graphic_Designer,Dhule,Maharashtra,9,13,0
493,2717090,71,2,single,norent_noown,yes,Surgeon,Kottayam,Kerala,2,10,0
494,2192899,45,12,single,rented,no,Drafter,Giridih,Jharkhand,6,10,0
495,1988524,50,6,single,rented,no,Surveyor,Jaipur,Rajasthan,6,13,1
496,8644938,26,11,married,rented,no,Architect,South_Dumdum,West_Bengal,9,10,0
497,4070923,23,6,single,rented,yes,Economist,Aligarh,Uttar_Pradesh,6,11,0
498,1966474,26,16,single,rented,yes,Biomedical_Engineer,Visakhapatnam[4],Andhra_Pradesh,4,10,1
499,3215432,37,6,single,rented,yes,Consultant,Haridwar,Uttarakhand,6,12,0
500,28561,63,13,single,rented,yes,Scientist,Ranchi,Jharkhand,13,12,0
501,8145890,48,5,single,rented,yes,Software_Developer,Avadi,Tamil_Nadu,5,11,0
502,3516704,54,17,single,rented,no,Air_traffic_controller,Vellore,Tamil_Nadu,13,10,0
503,1609239,47,3,single,rented,no,Flight_attendant,Tumkur,Karnataka,3,14,0
504,5714975,41,10,single,rented,yes,Petroleum_Engineer,Dhule,Maharashtra,10,14,0
505,2207248,49,19,single,rented,yes,Design_Engineer,Raipur,Chhattisgarh,3,12,0
506,3426767,67,1,single,rented,no,Microbiologist,Bhimavaram,Andhra_Pradesh,1,12,0
507,3330944,52,7,single,norent_noown,no,Biomedical_Engineer,Thanjavur,Tamil_Nadu,7,10,0
508,976533,48,2,single,rented,no,Statistician,Bardhaman,West_Bengal,2,10,1
509,714898,54,9,single,rented,yes,Fashion_Designer,Ulhasnagar,Maharashtra,9,12,0
510,3177996,28,1,single,rented,no,Comedian,Nizamabad,Telangana,1,12,0
511,9215889,37,15,single,rented,no,Flight_attendant,Tiruppur,Tamil_Nadu,9,13,0
512,5736165,57,1,single,rented,no,Engineer,Nagaon,Assam,1,10,0
513,1578598,50,11,single,rented,no,Software_Developer,Mau,Uttar_Pradesh,11,11,1
514,1604428,66,20,single,rented,no,Physician,Sambalpur,Odisha,12,14,1
515,6834599,69,12,married,rented,no,Computer_operator,Jehanabad[38],Bihar,12,10,0
516,414060,64,16,single,norent_noown,no,Financial_Analyst,Kadapa[23],Andhra_Pradesh,14,11,1
517,2889903,27,0,single,rented,no,Flight_attendant,Kolkata,West_Bengal,0,12,0
518,3958023,39,19,single,rented,no,Chef,Jamshedpur,Jharkhand,5,11,0
519,1598789,60,14,single,rented,no,Chartered_Accountant,Ujjain,Madhya_Pradesh,5,13,0
520,2407726,75,16,single,rented,yes,Technical_writer,Arrah,Bihar,5,12,0
521,3643303,79,0,single,rented,no,Economist,Kishanganj[35],Bihar,0,12,0
522,220528,72,18,married,rented,no,Technology_specialist,Hapur,Uttar_Pradesh,4,12,0
523,8079960,53,2,single,rented,no,Army_officer,Purnia[26],Bihar,2,10,1
524,9126131,29,18,single,rented,no,Hotel_Manager,Tirunelveli,Tamil_Nadu,9,12,0
525,7840891,54,9,married,rented,yes,Civil_engineer,Silchar,Assam,6,14,0
526,163900,61,7,single,rented,no,Economist,Gulbarga,Karnataka,5,14,0
527,5269140,26,9,single,rented,no,Graphic_Designer,Suryapet,Telangana,3,13,0
528,5915580,68,20,single,rented,no,Hotel_Manager,Buxar[37],Bihar,7,10,1
529,1700810,79,1,single,rented,no,Financial_Analyst,Bardhaman,West_Bengal,1,12,0
530,7533473,70,12,single,norent_noown,yes,Software_Developer,Ambattur,Tamil_Nadu,4,14,0
531,3508614,32,11,single,rented,no,Economist,Jhansi,Uttar_Pradesh,8,13,0
532,2740172,72,16,single,rented,no,Engineer,New_Delhi,Delhi,10,13,0
533,7503211,57,6,single,rented,no,Geologist,Indore,Madhya_Pradesh,6,10,0
534,4912024,63,20,single,rented,yes,Consultant,Raiganj,West_Bengal,4,14,0
535,8370021,40,5,single,rented,no,Technical_writer,Gulbarga,Karnataka,5,14,0
536,1171901,57,10,single,norent_noown,yes,Financial_Analyst,Buxar[37],Bihar,9,12,0
537,5484464,58,2,single,rented,yes,Technical_writer,Nanded,Maharashtra,2,12,0
538,2902285,77,19,single,rented,no,Graphic_Designer,Gudivada,Andhra_Pradesh,11,10,1
539,2799879,44,0,single,rented,no,Microbiologist,Jabalpur,Madhya_Pradesh,0,11,0
540,1322234,31,1,single,rented,yes,Official,Pimpri-Chinchwad,Maharashtra,1,14,0
541,121035,71,12,single,rented,no,Police_officer,Kavali,Andhra_Pradesh,11,13,0
542,4915233,76,5,single,rented,no,Designer,South_Dumdum,West_Bengal,3,11,0
543,5397462,39,12,single,rented,yes,Fashion_Designer,Gulbarga,Karnataka,12,13,0
544,4939664,61,14,married,rented,yes,Financial_Analyst,Danapur,Bihar,4,12,0
545,7563306,55,15,single,rented,no,Technician,Kollam,Kerala,12,12,1
546,9368529,59,7,single,rented,no,Designer,Dibrugarh,Assam,7,10,1
547,16045,56,5,single,norent_noown,no,Technician,Thane,Maharashtra,5,10,0
548,1026972,64,1,single,rented,no,Surveyor,Siliguri,West_Bengal,1,13,0
549,5897750,76,14,single,rented,no,Chef,Anand,Gujarat,5,11,0
550,5623318,31,13,single,rented,yes,Fashion_Designer,Thane,Maharashtra,13,11,0
551,8900631,47,6,single,rented,no,Fashion_Designer,Thiruvananthapuram,Kerala,6,12,0
552,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
553,1902583,21,2,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
554,6814983,51,18,single,rented,no,Software_Developer,Ballia,Uttar_Pradesh,14,11,0
555,340075,45,0,single,rented,no,Industrial_Engineer,Bulandshahr,Uttar_Pradesh,0,13,1
556,8837967,35,14,single,rented,yes,Economist,Deoghar,Jharkhand,10,14,0
557,4796189,51,16,single,rented,no,Fashion_Designer,Saharanpur,Uttar_Pradesh,12,12,0
558,9148621,43,9,single,rented,no,Police_officer,Bilaspur,Chhattisgarh,3,12,0
559,2324042,45,16,single,rented,no,Drafter,Agartala,Tripura,13,13,0
560,1066119,69,16,single,rented,yes,Technician,Gorakhpur,Uttar_Pradesh,12,11,1
561,6298839,34,19,married,rented,yes,Petroleum_Engineer,Bidar,Karnataka,5,13,0
562,6509681,30,10,single,rented,yes,Industrial_Engineer,Nadiad,Gujarat,10,10,0
563,3859838,62,13,single,rented,yes,Graphic_Designer,Baranagar,West_Bengal,7,13,0
564,2940425,77,16,single,rented,yes,Drafter,Farrukhabad,Uttar_Pradesh,7,10,1
565,2122622,59,8,single,rented,no,Chemical_engineer,Dhanbad,Jharkhand,8,14,0
566,6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,1
567,7932482,34,11,single,rented,no,Air_traffic_controller,Thrissur,Kerala,11,14,0
568,5965932,74,3,single,rented,no,Army_officer,Giridih,Jharkhand,3,13,1
569,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
570,4792641,40,15,single,rented,yes,Software_Developer,Kakinada,Andhra_Pradesh,13,10,0
571,6120219,25,8,single,rented,no,Software_Developer,Hajipur[31],Bihar,3,13,1
572,2926477,78,19,single,rented,no,Physician,Firozabad,Uttar_Pradesh,3,10,1
573,6800688,78,5,single,rented,no,Graphic_Designer,Mango,Jharkhand,5,14,1
574,1551179,24,19,single,rented,no,Drafter,Allahabad,Uttar_Pradesh[5],9,14,0
575,9756211,45,8,single,rented,yes,Politician,Bhusawal,Maharashtra,8,10,1
576,9976498,69,12,single,rented,no,Drafter,Guna,Madhya_Pradesh,12,10,0
577,9407809,66,3,single,rented,no,Army_officer,Ongole,Andhra_Pradesh,3,13,1
578,6002096,32,14,single,rented,no,Secretary,Ramagundam[27],Telangana,3,13,1
579,9272937,75,18,single,rented,yes,Technology_specialist,Jehanabad[38],Bihar,7,13,0
580,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,1
581,7993188,66,6,single,norent_noown,no,Civil_servant,Raipur,Chhattisgarh,6,10,0
582,4272756,29,6,single,rented,no,Surveyor,Danapur,Bihar,6,13,0
583,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
584,6201762,46,1,single,rented,no,Lawyer,Kochi,Kerala,1,10,1
585,6602095,62,15,single,rented,no,Surveyor,Sri_Ganganagar,Rajasthan,8,14,0
586,9222108,78,9,single,rented,no,Biomedical_Engineer,Singrauli,Madhya_Pradesh,9,12,0
587,4510519,73,3,single,owned,yes,Magistrate,Madurai,Tamil_Nadu,3,10,1
588,2608473,77,20,single,rented,no,Dentist,Muzaffarnagar,Uttar_Pradesh,6,13,0
589,5321383,40,2,single,rented,no,Aviator,Nagpur,Maharashtra,2,13,0
590,2318528,33,8,single,rented,no,Software_Developer,Gaya,Bihar,8,11,0
591,3372296,26,10,married,rented,no,Magistrate,Indore,Madhya_Pradesh,10,12,0
592,1441334,77,20,single,rented,no,Engineer,Nagaon,Assam,12,12,0
593,5663627,29,0,married,rented,yes,Chef,Guna,Madhya_Pradesh,0,14,0
594,5707558,57,9,single,rented,no,Economist,Jaipur,Rajasthan,9,10,0
595,5335142,79,4,single,rented,yes,Consultant,Malegaon,Maharashtra,4,13,0
596,6104309,30,3,single,rented,no,Librarian,Morbi,Gujarat,3,12,0
597,2265601,72,16,single,rented,no,Comedian,Buxar[37],Bihar,5,12,0
598,5885687,39,20,single,rented,no,Computer_hardware_engineer,Silchar,Assam,3,13,0
599,8056757,42,18,single,rented,no,Official,Unnao,Uttar_Pradesh,3,13,0
600,1306929,66,14,single,rented,no,Engineer,Raichur,Karnataka,11,10,0
601,8600643,48,17,single,owned,no,Surveyor,Darbhanga,Bihar,6,13,0
602,7184863,49,19,single,rented,no,Flight_attendant,Cuttack,Odisha,7,13,0
603,4449069,36,17,single,owned,yes,Magistrate,Sasaram[30],Bihar,7,11,0
604,2737514,58,14,single,rented,no,Technician,Visakhapatnam[4],Andhra_Pradesh,13,10,0
605,4370986,31,9,single,rented,no,Engineer,Mumbai,Maharashtra,4,12,0
606,8692016,22,10,single,rented,yes,Graphic_Designer,Hazaribagh,Jharkhand,8,13,0
607,9908353,68,3,single,rented,yes,Librarian,Sikar,Rajasthan,3,13,0
608,4143099,21,3,single,rented,no,Technology_specialist,Visakhapatnam[4],Andhra_Pradesh,3,11,0
609,358155,26,3,single,rented,no,Chef,Bally,West_Bengal,3,14,0
610,1097615,59,15,married,rented,no,Technician,Yamunanagar,Haryana,5,14,0
611,7098940,60,5,single,rented,yes,Librarian,Aligarh,Uttar_Pradesh,5,11,0
612,346205,68,14,single,rented,no,Police_officer,Bhiwani,Haryana,6,13,0
613,2889220,34,18,single,rented,yes,Financial_Analyst,Navi_Mumbai,Maharashtra,13,14,0
614,1040029,46,5,single,rented,yes,Software_Developer,Aizawl,Mizoram,5,10,0
615,150879,77,0,single,norent_noown,yes,Lawyer,Rampur,Uttar_Pradesh,0,12,0
616,9658695,74,19,single,rented,no,Fashion_Designer,Panihati,West_Bengal,8,11,0
